objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,redshift,plate,mjd,fiberid,class
1.24E+18,240.4295224,52.27797465,18.4395,16.76702,16.14296,15.93371,15.84551,1345,301,6,564,2.45E+18,-4.82E-05,2176,54243,307,STAR
1.24E+18,240.4996819,52.27405975,18.18213,16.4616,15.84187,15.64299,15.56818,1345,301,6,564,2.45E+18,-0.000127941,2176,54243,319,STAR
1.24E+18,240.3458101,52.35345296,16.83831,15.84927,15.58596,15.41435,15.32986,1345,301,6,564,6.98E+17,0.02873155,620,52375,545,GALAXY
1.24E+18,240.4575629,52.34572875,18.58926,16.99501,16.16858,15.70117,15.37249,1345,301,6,564,6.98E+17,0.0534128,620,52375,551,GALAXY
1.24E+18,240.4489157,52.320585,19.1923,18.10315,17.63469,17.33934,17.13445,1345,301,6,564,6.98E+17,0.04664434,620,52375,558,GALAXY
1.24E+18,240.4859314,52.31852457,17.87093,16.65381,16.18068,15.88105,15.69048,1345,301,6,564,2.46E+18,0.03403757,2187,54270,312,GALAXY
1.24E+18,240.4714454,52.31106274,18.47674,17.35491,16.9305,16.67635,16.47602,1345,301,6,564,6.98E+17,0.03428423,620,52375,546,GALAXY
1.24E+18,149.9381407,63.85282028,19.15394,17.9752,17.45475,17.22963,17.13363,1350,301,5,271,3.71E+18,-0.000521829,3294,54918,466,STAR
1.24E+18,149.9091765,63.64977627,19.55229,18.61109,18.31537,18.23582,18.19692,1350,301,5,271,6.44E+18,-0.000512168,5722,56008,810,STAR
1.24E+18,149.7776718,63.76747982,19.25459,17.82827,17.24021,17.01102,16.89164,1350,301,5,271,3.71E+18,-0.000205175,3294,54918,435,STAR
1.24E+18,150.0100265,63.8809148,18.87777,18.75095,18.53457,18.31067,18.359,1350,301,5,272,5.48E+17,1.483022,487,51943,540,QSO
1.24E+18,150.2528388,63.7828883,19.13335,19.14409,19.07103,18.97656,18.79243,1350,301,5,272,5.48E+17,2.0797,487,51943,576,QSO
1.24E+18,150.3809336,63.96387097,18.32638,17.08475,16.61181,16.42451,16.36293,1350,301,5,273,3.71E+18,-0.000646322,3294,54918,415,STAR
1.24E+18,150.4794066,63.89272845,18.14006,16.62523,16.2835,16.16808,16.05904,1350,301,5,273,5.48E+17,0.005676665,487,51943,604,GALAXY
1.24E+18,150.7283325,64.04446982,18.81947,17.80171,17.46588,17.32499,17.26844,1350,301,5,274,5.50E+17,9.62E-05,488,51914,319,STAR
1.24E+18,150.9493199,64.12526227,19.31686,16.88388,15.90066,15.54908,15.36058,1350,301,5,275,3.71E+18,0.000108637,3294,54918,452,STAR
1.24E+18,151.2684184,64.03662662,18.82673,17.55694,17.01571,16.78041,16.66963,1350,301,5,275,3.71E+18,-9.89E-05,3294,54918,455,STAR
1.24E+18,151.1179656,64.06426951,19.21209,18.29128,18.04268,17.93049,17.96857,1350,301,5,275,3.71E+18,-0.001072863,3294,54918,456,STAR
1.24E+18,151.6731107,64.16356648,17.65905,16.1188,15.55888,15.3528,15.27113,1350,301,5,277,3.71E+18,5.43E-05,3294,54918,532,STAR
1.24E+18,151.7791704,64.34304975,18.59213,16.4439,15.54804,15.22605,15.05943,1350,301,5,278,3.71E+18,-0.000168476,3294,54918,530,STAR
1.24E+18,151.9676822,64.40240222,18.03102,17.0132,16.59396,16.42458,16.37646,1350,301,5,278,3.71E+18,-0.000334529,3294,54918,570,STAR
1.24E+18,151.7952617,64.32373516,19.24257,17.32808,16.50493,16.18239,16.00284,1350,301,5,278,3.71E+18,-0.000291199,3294,54918,533,STAR
1.24E+18,152.0257135,64.36595588,19.55627,18.32769,17.75824,17.55758,17.44557,1350,301,5,278,3.71E+18,-0.000940559,3294,54918,562,STAR
1.24E+18,152.0903004,64.44822794,17.0564,15.80131,15.67267,15.70677,15.78146,1350,301,5,279,5.50E+17,-0.000403622,488,51914,387,STAR
1.24E+18,152.476065,64.49423526,18.19038,16.69605,16.11161,15.88818,15.75109,1350,301,5,280,3.71E+18,7.34E-05,3294,54918,610,STAR
1.24E+18,152.4269671,64.4447755,19.3046,17.96299,17.1199,16.71552,16.42632,1350,301,5,280,5.50E+17,0.1274263,488,51914,423,GALAXY
1.24E+18,152.5762188,64.48989635,19.25808,17.29054,16.21052,15.76111,15.3997,1350,301,5,280,5.50E+17,0.1253269,488,51914,424,GALAXY
1.24E+18,152.9743019,64.53254834,18.87287,18.44914,18.5825,18.50747,18.67078,1350,301,5,281,5.50E+17,0.5827266,488,51914,478,QSO
1.24E+18,152.8954423,64.62520245,18.67588,17.79704,17.50441,17.41041,17.371,1350,301,5,281,7.97E+18,-0.000604675,7082,56713,602,STAR
1.24E+18,152.8299078,64.44525686,19.59677,17.74717,16.7567,16.31983,16.0025,1350,301,5,281,5.50E+17,0.1258485,488,51914,470,GALAXY
1.24E+18,152.8508343,64.5981895,19.52825,18.23937,17.63593,17.26893,17.08212,1350,301,5,281,5.50E+17,0.05699243,488,51914,463,GALAXY
1.24E+18,153.3702501,64.55756449,18.50348,17.29315,16.3934,15.92287,15.63916,1350,301,5,282,7.97E+18,0.1280473,7082,56713,652,QSO
1.24E+18,153.8480363,64.67708196,17.61393,16.72269,16.45424,16.36189,16.33623,1350,301,5,284,7.97E+18,4.35E-05,7082,56713,684,STAR
1.24E+18,153.8583301,64.8085146,19.31598,17.98777,17.26925,16.88163,16.60137,1350,301,5,284,5.50E+17,0.1166846,488,51914,498,GALAXY
1.24E+18,153.8918794,64.83454172,19.48096,17.48076,16.41747,15.9515,15.56836,1350,301,5,285,5.50E+17,0.1191385,488,51914,412,GALAXY
1.24E+18,154.700432,64.95044418,18.1737,17.24383,16.90978,16.80306,16.77244,1350,301,5,287,7.97E+18,-0.000992542,7082,56713,800,STAR
1.24E+18,154.6210424,65.0386014,17.55252,16.63889,16.24419,16.10435,16.05823,1350,301,5,287,5.50E+17,-0.000961279,488,51914,532,STAR
1.24E+18,154.740874,64.91294667,18.39784,17.09663,16.27497,15.90224,15.60805,1350,301,5,287,5.50E+17,0.1220391,488,51914,535,GALAXY
1.24E+18,154.7243361,65.08144762,19.18833,18.15527,17.76826,17.54985,17.60969,1350,301,5,287,5.50E+17,0.0397323,488,51914,539,GALAXY
1.24E+18,154.930153,65.01623021,19.16928,17.14753,16.39989,15.79486,15.4169,1350,301,5,288,5.50E+17,-7.81E-05,488,51914,534,STAR
1.24E+18,154.9323609,64.96400987,18.87423,17.70699,17.19823,16.86601,16.70966,1350,301,5,288,5.50E+17,0.09314673,488,51914,580,GALAXY
1.24E+18,154.889937,65.11137767,19.58257,18.22615,17.4125,16.97112,16.69981,1350,301,5,288,5.50E+17,0.1287414,488,51914,537,GALAXY
1.24E+18,155.1805615,65.17207054,15.7295,13.9975,13.27376,12.904,12.67336,1350,301,5,289,5.50E+17,0.0109701,488,51914,576,GALAXY
1.24E+18,155.4342406,65.15429392,17.8923,16.76511,16.26792,15.93498,15.77868,1350,301,5,289,5.50E+17,0.08094505,488,51914,562,GALAXY
1.24E+18,155.7335056,65.20081653,17.80726,16.97805,16.7848,16.70756,16.61849,1350,301,5,290,5.51E+17,0.01089789,489,51930,351,GALAXY
1.24E+18,155.5990997,65.15474441,19.37422,17.61566,17.01757,16.64637,16.46727,1350,301,5,290,5.51E+17,0.09329706,489,51930,310,GALAXY
1.24E+18,157.0533428,65.41001995,18.54256,17.44049,17.56643,17.67021,17.83071,1350,301,5,294,5.51E+17,-0.000663245,489,51930,396,STAR
1.24E+18,156.864653,65.38683133,19.43311,18.87097,18.90588,19.02435,19.14407,1350,301,5,294,5.51E+17,1.17E-05,489,51930,393,STAR
1.24E+18,157.0789146,65.42540413,19.49166,18.29976,17.71078,17.39836,17.21519,1350,301,5,294,5.51E+17,0.1164199,489,51930,388,GALAXY
1.24E+18,157.2147717,65.55255412,17.94698,17.82676,17.47592,17.42549,17.40291,1350,301,5,295,5.51E+17,1.230076,489,51930,383,QSO
1.24E+18,157.3488983,65.54107389,19.15714,18.06174,17.82269,17.70337,17.71887,1350,301,5,295,5.51E+17,0.0227672,489,51930,433,GALAXY
1.24E+18,157.467136,65.45049556,19.58094,17.95864,17.11753,16.70329,16.37546,1350,301,5,295,5.51E+17,0.1153282,489,51930,430,GALAXY
1.24E+18,158.2173357,65.76272278,17.78771,16.93081,16.65606,16.57887,16.52901,1350,301,5,298,7.97E+18,-0.000325686,7083,56722,728,STAR
1.24E+18,158.5645535,65.73236058,18.97893,17.5742,16.859,16.43536,16.11011,1350,301,5,299,5.51E+17,0.0346331,489,51930,461,GALAXY
1.24E+18,158.6648181,65.83772585,17.99617,16.66913,16.09951,15.79885,15.60579,1350,301,5,299,5.51E+17,0.03475334,489,51930,481,GALAXY
1.24E+18,158.9269093,65.7153222,18.61792,18.45413,18.31348,18.12887,18.01582,1350,301,5,300,5.51E+17,1.967161,489,51930,485,QSO
1.24E+18,158.934264,65.75873001,19.49266,19.24429,18.94349,18.84852,18.9409,1350,301,5,300,5.51E+17,1.248399,489,51930,489,QSO
1.24E+18,188.7169968,-0.607579391,18.46296,17.44114,16.95423,16.56346,16.37896,756,301,2,487,3.27E+17,0.07263626,290,51941,225,GALAXY
1.24E+18,188.7979117,-0.491778504,19.48178,17.97837,17.43874,17.23802,17.15569,756,301,2,487,3.26E+18,1.28E-05,2895,54567,192,STAR
1.24E+18,188.8148448,-0.515597905,18.42953,17.44728,17.09105,16.93121,16.89494,756,301,2,488,3.26E+18,-0.000119798,2895,54567,195,STAR
1.24E+18,188.9448107,-0.601531609,17.59961,16.31929,16.49469,16.61132,16.69989,756,301,2,488,3.26E+18,0.000131859,2895,54567,179,STAR
1.24E+18,188.952757,-0.543805658,17.59209,16.59442,16.31225,16.19995,16.19734,756,301,2,488,3.26E+18,0.000309878,2895,54567,162,STAR
1.24E+18,188.8689132,-0.488984547,19.48657,19.0586,19.07818,19.02861,18.88347,756,301,2,488,4.25E+18,2.24165,3778,55213,702,QSO
1.24E+18,188.9410656,-0.594378203,19.24503,16.75276,15.65256,15.2345,15.02268,756,301,2,488,3.29E+18,-3.44E-05,2920,54562,141,STAR
1.24E+18,188.9517868,-0.462357739,19.5923,18.25018,17.7042,17.47459,17.41184,756,301,2,488,3.26E+18,0.000305749,2895,54567,169,STAR
1.24E+18,188.9709012,-0.43594084,18.72351,17.50882,17.04471,16.81675,16.7352,756,301,2,489,3.26E+18,0.000382166,2895,54567,167,STAR
1.24E+18,188.9820985,-0.514599483,18.01256,15.75457,14.89543,14.61921,14.50816,756,301,2,489,3.26E+18,6.69E-05,2895,54567,168,STAR
1.24E+18,189.0273669,-0.462462777,16.98713,15.62466,15.14478,14.97095,14.93072,756,301,2,489,3.26E+18,-5.61E-05,2895,54567,170,STAR
1.24E+18,189.0382796,-0.616465437,18.62822,17.14914,16.52969,16.27325,16.15755,756,301,2,489,3.29E+18,-0.000130069,2920,54562,146,STAR
1.24E+18,189.0438439,-0.516688734,18.27178,16.63115,15.89349,15.59843,15.45628,756,301,2,489,3.26E+18,0.000159112,2895,54567,166,STAR
1.24E+18,189.0523873,-0.609702569,16.44371,15.44497,15.07167,14.90257,14.86436,756,301,2,489,3.26E+18,0.000507831,2895,54567,134,STAR
1.24E+18,189.0863969,-0.590655167,18.93015,17.65604,17.14464,16.9458,16.86376,756,301,2,489,3.26E+18,4.96E-06,2895,54567,164,STAR
1.24E+18,189.0872913,-0.537787735,18.9954,17.6834,17.17167,16.97183,16.89634,756,301,2,489,3.26E+18,-0.000148255,2895,54567,163,STAR
1.24E+18,189.0960036,-0.511803914,17.14839,16.22846,15.95496,15.87417,15.87738,756,301,2,489,3.26E+18,4.80E-05,2895,54567,146,STAR
1.24E+18,189.1028256,-0.525965283,18.78777,17.52027,16.98861,16.7885,16.71766,756,301,2,489,3.26E+18,0.000139742,2895,54567,141,STAR
1.24E+18,189.1465605,-0.521119468,19.46641,17.86698,17.11482,16.67542,16.44826,756,301,2,490,3.27E+17,0.1098502,290,51941,172,GALAXY
1.24E+18,189.2161966,-0.587734549,18.97303,17.65625,17.30494,17.12332,17.49626,756,301,2,490,3.27E+17,0.008552541,290,51941,177,GALAXY
1.24E+18,189.2325861,-0.561921177,19.27427,17.22358,16.10253,15.62579,15.25816,756,301,2,490,3.27E+17,0.1356705,290,51941,179,GALAXY
1.24E+18,189.246803,-0.570842217,19.36224,18.31069,18.17769,18.17471,18.21799,756,301,2,490,3.27E+17,4.16E-05,290,51941,174,STAR
1.24E+18,189.2650785,-0.503387686,19.16536,17.81108,17.3048,17.1203,17.0886,756,301,2,491,3.26E+18,-8.49E-05,2895,54567,143,STAR
1.24E+18,189.3565971,-0.428141373,18.56193,16.66146,15.90446,15.64057,15.5258,756,301,2,491,3.29E+18,-2.94E-05,2920,54562,111,STAR
1.24E+18,189.4004381,-0.507685171,19.12109,18.16666,17.75779,17.59573,17.57618,756,301,2,491,3.29E+18,0.000278725,2920,54562,105,STAR
1.24E+18,189.3668517,-0.567407987,19.30778,17.92728,17.40681,17.22271,17.19012,756,301,2,491,3.26E+18,0.000160309,2895,54567,147,STAR
1.24E+18,189.4198628,-0.572528378,18.77176,17.70668,17.35808,17.21656,17.20004,756,301,2,492,3.26E+18,-2.89E-05,2895,54567,144,STAR
1.24E+18,189.4574359,-0.539705738,16.9598,15.46717,14.92394,14.7269,14.67817,756,301,2,492,3.26E+18,-2.30E-05,2895,54567,101,STAR
1.24E+18,189.4900822,-0.474604672,19.118,18.99335,18.99129,18.6982,18.69313,756,301,2,492,3.27E+17,1.695871,290,51941,106,QSO
1.24E+18,189.5418304,-0.455663195,18.48416,17.09076,16.57002,16.36563,16.33991,756,301,2,492,3.26E+18,0.000144251,2895,54567,104,STAR
1.24E+18,189.4290761,-0.558559947,19.38852,19.00924,18.76785,18.52699,18.23159,756,301,2,492,3.27E+17,0.4160868,290,51941,146,QSO
1.24E+18,189.6155601,-0.426748058,18.28012,17.01436,16.53097,16.30791,16.23253,756,301,2,493,3.26E+18,0.00030741,2895,54567,107,STAR
1.24E+18,189.6678708,-0.43685516,18.33537,16.71934,16.13611,15.88269,15.79969,756,301,2,493,3.26E+18,8.19E-05,2895,54567,108,STAR
1.24E+18,189.67155,-0.566204902,19.13414,18.18528,17.73671,17.50953,17.45835,756,301,2,493,3.26E+18,0.000207552,2895,54567,102,GALAXY
1.24E+18,189.6413699,-0.551849289,18.47582,17.29695,16.71785,16.36413,16.19256,756,301,2,493,3.27E+17,0.08146943,290,51941,104,GALAXY
1.24E+18,189.6801973,-0.512635347,19.21207,18.12473,17.63327,17.34414,17.15256,756,301,2,493,3.27E+17,0.1082595,290,51941,101,GALAXY
1.24E+18,189.7415147,-0.513471254,18.14139,17.29528,16.98274,16.83949,16.82386,756,301,2,494,3.26E+18,6.81E-06,2895,54567,103,STAR
1.24E+18,189.8280741,-0.531946548,13.42211,12.35722,11.94635,11.7052,11.58988,756,301,2,494,3.27E+17,0.003554552,290,51941,61,GALAXY
1.24E+18,189.841373,-0.604753085,16.90105,16.00366,15.86565,15.80819,15.86858,756,301,2,494,3.26E+18,-0.000122178,2895,54567,51,STAR
1.24E+18,189.766644,-0.484367877,19.02636,17.73553,17.0386,16.63461,16.38376,756,301,2,494,3.27E+17,0.1082111,290,51941,66,GALAXY
1.24E+18,189.8469197,-0.608309397,19.21317,18.13601,17.72998,17.40329,17.27717,756,301,2,494,3.27E+17,0.0817141,290,51941,65,GALAXY
1.24E+18,189.7307639,-0.468292479,19.28802,18.16551,17.70352,17.34687,17.17278,756,301,2,494,3.27E+17,0.07214835,290,51941,67,GALAXY
1.24E+18,189.8808554,-0.54184391,18.24008,16.71646,16.18366,15.99681,15.95263,756,301,2,495,3.26E+18,0.000153458,2895,54567,62,STAR
1.24E+18,189.9069517,-0.554263251,17.26819,16.03536,15.62505,15.47961,15.46073,756,301,2,495,3.26E+18,0.000200315,2895,54567,61,STAR
1.24E+18,189.9221811,-0.605234727,17.65887,16.71779,16.4635,16.36755,16.40055,756,301,2,495,3.26E+18,0.000424457,2895,54567,16,STAR
1.24E+18,189.9689046,-0.524319458,18.99606,17.7919,17.27861,17.07537,17.00134,756,301,2,495,3.26E+18,0.000313112,2895,54567,63,STAR
1.24E+18,189.9949102,-0.426036762,18.87376,18.85312,18.62682,18.64507,18.72754,756,301,2,495,3.27E+17,1.195779,290,51941,77,QSO
1.24E+18,189.9659077,-0.479102504,19.46773,19.29513,19.05172,19.05392,19.10182,756,301,2,495,3.27E+17,1.313576,290,51941,74,QSO
1.24E+18,190.02648,-0.616911357,18.55726,18.18746,18.22633,18.3716,18.56763,756,301,2,496,3.27E+17,2.239408,290,51941,24,QSO
1.24E+18,190.0589888,-0.498278453,17.36531,15.85415,15.31962,15.13424,15.08799,756,301,2,496,3.26E+18,-0.000164832,2895,54567,66,STAR
1.24E+18,116.5715013,41.01476891,19.26403,17.75537,17.09148,16.84176,16.69172,1350,301,3,72,3.56E+18,-0.000113926,3161,54779,153,STAR
1.24E+18,116.6324122,41.03538627,19.59655,18.24269,17.61673,17.31893,17.06592,1350,301,3,72,4.87E+17,0.02891645,432,51884,602,GALAXY
1.24E+18,116.9302941,41.38637529,17.59033,15.72462,14.90795,14.55879,14.09115,1350,301,3,75,4.89E+17,0.02858314,434,51885,122,GALAXY
1.24E+18,116.9835318,41.39323681,19.42151,19.33041,19.08159,19.03605,19.13567,1350,301,3,75,4.89E+17,1.257519,434,51885,129,QSO
1.24E+18,117.0306411,41.4117774,18.69714,17.80713,17.52386,17.39365,17.32628,1350,301,3,75,4.13E+18,-0.000880287,3672,55484,712,STAR
1.24E+18,116.9734754,41.37754765,17.8797,16.77872,16.32843,16.06297,15.87013,1350,301,3,75,4.89E+17,0.02996403,434,51885,139,GALAXY
1.24E+18,116.9322545,41.50390043,19.34031,18.10233,17.4829,17.15915,16.9327,1350,301,3,75,4.89E+17,0.07962422,434,51885,123,GALAXY
1.24E+18,117.2991439,41.96667586,19.21565,17.5818,16.88038,16.59663,16.42863,1350,301,3,79,3.56E+18,0.000320762,3161,54779,580,STAR
1.24E+18,117.3576994,41.94599455,19.10961,17.46282,16.77292,16.51114,16.38336,1350,301,3,79,3.56E+18,-1.57E-05,3161,54779,578,STAR
1.24E+18,117.2434243,42.01602929,19.37566,18.22659,17.66159,17.3776,17.13197,1350,301,3,79,4.89E+17,0.02861225,434,51885,169,GALAXY
1.24E+18,117.3836675,41.95607044,18.2721,16.98586,16.30351,15.86786,15.59537,1350,301,3,79,4.89E+17,0.09839607,434,51885,165,GALAXY
1.24E+18,117.9794448,42.85553369,17.40038,16.17166,15.55926,15.21648,14.90003,1350,301,3,86,4.89E+17,0.03178947,434,51885,514,GALAXY
1.24E+18,118.0743885,42.84969641,19.49948,17.99556,17.16979,16.72371,16.40049,1350,301,3,86,4.89E+17,0.09375292,434,51885,557,GALAXY
1.24E+18,118.2508832,42.87643186,19.3012,18.37224,17.96512,17.85134,17.82244,1350,301,3,87,9.32E+18,-9.56E-05,8276,57067,58,STAR
1.24E+18,118.1654837,42.93207954,18.32264,17.44295,17.12703,16.99187,16.94894,1350,301,3,87,9.34E+18,-0.00105958,8291,57391,622,STAR
1.24E+18,118.306169,42.9612373,19.23124,18.29228,17.93825,17.78903,17.74176,1350,301,3,87,9.32E+18,6.14E-05,8276,57067,14,STAR
1.24E+18,118.2486348,43.00899003,19.27892,19.15561,18.90659,19.00209,19.00335,1350,301,3,87,4.89E+17,1.079412,434,51885,543,QSO
1.24E+18,118.2216994,43.07592333,19.22787,18.09373,17.65472,17.53346,17.47337,1350,301,3,88,4.89E+17,3.38E-05,434,51885,544,STAR
1.24E+18,118.5331569,43.2696255,17.53678,17.34495,17.2288,17.23524,16.64223,1350,301,3,90,9.32E+18,0.347931,8276,57067,93,QSO
1.24E+18,118.3916528,43.36191841,19.10026,18.15539,17.78028,17.67267,17.62169,1350,301,3,90,4.14E+18,-0.000437257,3676,55186,148,STAR
1.24E+18,118.5922088,43.24287774,18.25535,17.03798,16.44037,16.05841,15.82642,1350,301,3,90,4.89E+17,0.07560664,434,51885,587,GALAXY
1.24E+18,118.8096752,43.50873573,17.89083,16.90137,16.59445,16.47431,16.4668,1350,301,3,92,4.89E+17,-0.000543028,434,51885,604,STAR
1.24E+18,118.8072525,43.63576876,18.34766,17.40588,17.11684,17.01279,16.97485,1350,301,3,92,4.14E+18,-5.91E-05,3676,55186,114,STAR
1.24E+18,118.6344762,43.64180407,19.2381,17.2114,16.22573,15.79502,15.42045,1350,301,3,92,4.91E+17,0.1036076,436,51883,209,GALAXY
1.24E+18,118.8808487,43.61380615,19.58542,17.95851,17.06153,16.59384,16.28785,1350,301,3,92,4.91E+17,0.1061997,436,51883,122,GALAXY
1.24E+18,118.9504415,43.69616032,18.36605,17.20045,17.15614,17.20951,17.26229,1350,301,3,93,4.91E+17,-0.000178955,436,51883,130,STAR
1.24E+18,118.8696905,43.64277126,19.46145,18.14756,17.39824,16.96219,16.66781,1350,301,3,93,4.92E+17,0.1058021,437,51876,324,GALAXY
1.24E+18,118.8260051,43.74508046,19.35496,18.41277,18.0608,17.92232,17.85909,1350,301,3,93,4.15E+18,-0.000111493,3683,55178,554,STAR
1.24E+18,118.8381418,43.80293424,19.24615,17.50161,16.69884,16.31026,15.98532,1350,301,3,93,4.91E+17,0.04655303,436,51883,127,GALAXY
1.24E+18,118.9350545,43.89365992,18.56982,17.47713,17.07347,16.7631,16.62756,1350,301,3,94,4.91E+17,0.0715087,436,51883,139,GALAXY
1.24E+18,119.1685363,43.97462707,19.59838,18.36732,17.46795,16.98902,16.66239,1350,301,3,95,7.18E+18,0.1966161,6376,56269,199,GALAXY
1.24E+18,119.0629979,44.03887597,17.50445,15.55255,14.63852,14.19334,13.83856,1350,301,3,95,4.91E+17,0.04594834,436,51883,132,GALAXY
1.24E+18,119.0759189,44.15135022,19.17559,18.19798,17.93038,17.81663,17.79092,1350,301,3,96,9.32E+18,-0.000681759,8277,57073,576,STAR
1.24E+18,119.1619071,44.1280761,17.36795,15.41399,14.50227,14.06464,13.73409,1350,301,3,96,4.91E+17,0.04739607,436,51883,92,GALAXY
1.24E+18,119.1365653,44.08335519,19.1421,18.15445,17.71445,17.44449,17.28073,1350,301,3,96,4.91E+17,0.0494008,436,51883,98,GALAXY
1.24E+18,119.1169035,44.09684525,18.37767,16.93336,16.23271,15.86399,15.60077,1350,301,3,96,4.91E+17,0.04861946,436,51883,95,GALAXY
1.24E+18,119.16592,44.10100234,17.22241,15.27094,14.36703,13.92087,13.54794,1350,301,3,96,4.91E+17,0.04584222,436,51883,91,GALAXY
1.24E+18,119.1811433,44.09706693,18.09351,16.22014,15.28348,14.80204,14.41311,1350,301,3,96,4.14E+18,0.04684722,3676,55186,930,GALAXY
1.24E+18,119.3273075,44.16029025,18.17094,18.38364,18.84264,19.21172,19.50196,1350,301,3,97,4.14E+18,-1.38E-05,3676,55186,928,STAR
1.24E+18,119.318118,44.16157689,19.4153,18.11284,17.45923,17.08578,16.89512,1350,301,3,97,4.91E+17,0.07204077,436,51883,96,GALAXY
1.24E+18,119.3473715,44.27858739,19.52637,19.31987,18.97997,18.87201,18.95968,1350,301,3,97,4.91E+17,1.307617,436,51883,169,QSO
1.24E+18,119.637368,44.49110794,19.51236,18.29173,17.63989,17.21872,16.97416,1350,301,3,99,4.91E+17,0.07102156,436,51883,142,GALAXY
1.24E+18,119.5622448,44.43782729,18.60654,17.43294,16.96938,16.74204,16.62678,1350,301,3,99,4.91E+17,0.02301558,436,51883,141,GALAXY
1.24E+18,119.5609783,44.65566804,19.46971,18.55655,18.17929,18.04463,18.01749,1350,301,3,100,7.18E+18,-0.000444578,6376,56269,888,STAR
1.24E+18,119.8601868,44.84807606,19.56787,17.51446,16.45938,15.99052,15.61541,1350,301,3,102,4.91E+17,0.100599,436,51883,120,GALAXY
1.24E+18,119.7736801,44.9398457,19.41348,18.06345,17.32228,16.94317,16.67798,1350,301,3,102,4.91E+17,0.1408706,436,51883,511,GALAXY
1.24E+18,120.0438556,45.0357797,19.39705,18.0344,17.22661,16.80824,16.531,1350,301,3,103,4.91E+17,0.139559,436,51883,556,GALAXY
1.24E+18,120.1229937,45.03501476,19.33441,18.05413,17.36035,16.92683,16.66851,1350,301,3,104,4.91E+17,0.1298864,436,51883,554,GALAXY
1.24E+18,120.2423348,45.17509773,19.17534,18.29213,17.93408,17.66116,17.64815,1350,301,3,105,7.18E+18,1.693324,6376,56269,968,QSO
1.24E+18,188.8189701,67.83380705,19.15094,18.09321,17.60335,17.27959,17.14821,1412,301,4,179,5.56E+17,0.1151964,494,51915,518,GALAXY
1.24E+18,188.8386996,67.79909162,18.63508,17.3618,16.63587,16.2711,16.07431,1412,301,4,179,5.56E+17,0.1112659,494,51915,517,GALAXY
1.24E+18,188.8394359,67.68317319,19.37695,17.99182,17.33057,16.94163,16.64449,1412,301,4,179,5.56E+17,0.08598596,494,51915,514,GALAXY
1.24E+18,188.8852953,67.79246109,19.35645,17.40928,16.44314,16.01979,15.6759,1412,301,4,179,5.56E+17,0.1117806,494,51915,506,GALAXY
1.24E+18,189.1141138,67.84689518,19.32212,18.15855,17.62229,17.2464,17.07263,1412,301,4,179,5.56E+17,0.1308844,494,51915,508,GALAXY
1.24E+18,189.391729,67.82095941,19.14855,18.04506,17.43543,17.03516,16.87172,1412,301,4,180,5.56E+17,0.1382033,494,51915,509,GALAXY
1.24E+18,189.2627474,67.84567655,19.07322,17.77971,17.09404,16.75613,16.67287,1412,301,4,180,5.56E+17,0.1104834,494,51915,503,GALAXY
1.24E+18,190.1373754,67.80300906,19.55759,19.25927,19.19958,18.94177,18.90859,1412,301,4,182,5.56E+17,1.700014,494,51915,585,QSO
1.24E+18,190.0741963,67.67686276,19.43475,18.01707,17.30977,16.8571,16.58849,1412,301,4,182,5.56E+17,0.1011219,494,51915,592,GALAXY
1.24E+18,190.1863868,67.69736665,19.05127,17.91999,17.46708,17.1048,17.00166,1412,301,4,182,5.56E+17,0.08698221,494,51915,597,GALAXY
1.24E+18,190.4127219,67.80579779,18.76616,17.91609,17.58907,17.44886,17.41607,1412,301,4,183,8.02E+18,-0.000103363,7120,56720,916,STAR
1.24E+18,190.6962843,67.79311138,19.46416,17.44233,16.42771,16.01243,15.67224,1412,301,4,183,5.57E+17,0.1162765,495,51988,322,GALAXY
1.24E+18,190.7413512,67.73511372,19.54032,17.7876,16.92485,16.44782,16.08893,1412,301,4,183,5.57E+17,0.08902003,495,51988,345,GALAXY
1.24E+18,190.5999829,67.80254635,19.2347,17.94994,17.24903,16.88208,16.6835,1412,301,4,183,5.56E+17,0.1093436,494,51915,581,GALAXY
1.24E+18,190.8713977,67.70840498,18.61701,18.64862,19.05617,19.36374,19.7334,1412,301,4,184,7.84E+18,-0.000145635,6964,56748,502,STAR
1.24E+18,190.7688639,67.64236851,19.07623,17.80333,17.14007,16.72499,16.51367,1412,301,4,184,5.57E+17,0.1535323,495,51988,357,GALAXY
1.24E+18,191.0668251,67.69444246,18.95039,17.86381,17.50238,17.22844,17.14312,1412,301,4,184,5.56E+17,0.09063861,494,51915,636,GALAXY
1.24E+18,191.1435167,67.65983348,19.13871,17.89255,17.15458,16.75392,16.50815,1412,301,4,185,5.57E+17,0.1548379,495,51988,342,GALAXY
1.24E+18,191.8223191,67.66319194,19.2304,17.82257,16.97016,16.45071,16.11515,1412,301,4,186,5.57E+17,0.1365892,495,51988,360,GALAXY
1.24E+18,192.250296,67.65680877,19.58393,18.02201,17.02124,16.58774,16.22492,1412,301,4,187,5.57E+17,0.1355882,495,51988,398,GALAXY
1.24E+18,192.8362609,67.60865607,18.90358,17.71338,17.18051,16.83027,16.58421,1412,301,4,189,5.57E+17,0.08207037,495,51988,388,GALAXY
